제목,작성자,작성일,URL,본문,댓글데이터,댓글개수
성균관대 학종,Rheoqhsownj,2024-08-24 22:38:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28237223?boardtype=L&userDisplay=50&menuid=299&referrerAllArticles=false&page=59,성균관대 수시 반수로 학종 내려고 하는데 3학년 2학기 성적 들어가나요?? 모집요강을 읽어봐도 안 나와있어서 여쭤봅니다,"[작성자:마테샘|내용:성대는 안들어간다고 했던거같아요.
한번 더 자세히 찾아보세요|날짜:2024.08.24. 22:49] || [작성자:마테샘|내용:성대는 안들어간다고 했던거같아요.
한번 더 자세히 찾아보세요|날짜:2024.08.24. 22:49] || [작성자:마테샘|내용:성대는 안들어간다고 했던거같아요.
한번 더 자세히 찾아보세요|날짜:2024.08.24. 22:49] || [작성자:마테샘|내용:성대는 안들어간다고 했던거같아요.
한번 더 자세히 찾아보세요|날짜:2024.08.24. 22:49] || [작성자:unknown|내용:2024.08.24. 22:49답글쓰기0|날짜:2024.08.24. 22:49] || [작성자:unknown|내용:2024.08.24. 22:49답글쓰기|날짜:2024.08.24. 22:49]",6
한양대 학종 학추 최저,chldlsrb,2024-08-24 13:59:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28236478?boardtype=L&userDisplay=50&menuid=299&referrerAllArticles=false&page=59,한양대 학종에 최저 생겼는데 경영학과 컷 어느정도로 형성될까요?? 2점대도 지원 해봐도 될까요?,[작성자:unknown|내용:삭제된 댓글입니다.|날짜:unknown] || [작성자:unknown|내용:삭제된 댓글입니다.|날짜:unknown] || [작성자:unknown|내용:삭제된 댓글입니다.|날짜:unknown] || [작성자:unknown|내용:삭제된 댓글입니다.|날짜:unknown],4
성균관대 교과 생기부,starhahaha,2024-08-24 10:01:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28236192?boardtype=L&userDisplay=50&menuid=299&referrerAllArticles=false&page=59,성균관대 교과 전형 생기부 영향이 큰가요?생기부는 컴공 쪽이고 전자전기공학부나 공학계열 둘 중에 고민하고 있는데 어떤 학과를 지원해야하나요,[작성자:IIIIllllllIIlllI|내용:계열모집으로 쓰는건 괜찮을듯요|날짜:2024.08.24. 10:55] || [작성자:IIIIllllllIIlllI|내용:계열모집으로 쓰는건 괜찮을듯요|날짜:2024.08.24. 10:55] || [작성자:IIIIllllllIIlllI|내용:계열모집으로 쓰는건 괜찮을듯요|날짜:2024.08.24. 10:55] || [작성자:IIIIllllllIIlllI|내용:계열모집으로 쓰는건 괜찮을듯요|날짜:2024.08.24. 10:55] || [작성자:unknown|내용:2024.08.24. 10:55답글쓰기0|날짜:2024.08.24. 10:55] || [작성자:unknown|내용:2024.08.24. 10:55답글쓰기|날짜:2024.08.24. 10:55],6
서성한 교과전형 서류반영,hyoㅜ,2024-08-24 09:31:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28236169?boardtype=L&userDisplay=50&menuid=299&referrerAllArticles=false&page=59,서강대는 출결만 보고성균관대는 세특까지 다 보고한양대는 이수과목 정도만 본다고 알고 있는데맞나요??,[작성자:고3잘해보자|내용:한양대물어보니 이수과목단위를 본다고하더라구요|날짜:2024.08.25. 08:23] || [작성자:고3잘해보자|내용:한양대물어보니 이수과목단위를 본다고하더라구요|날짜:2024.08.25. 08:23] || [작성자:고3잘해보자|내용:한양대물어보니 이수과목단위를 본다고하더라구요|날짜:2024.08.25. 08:23] || [작성자:고3잘해보자|내용:한양대물어보니 이수과목단위를 본다고하더라구요|날짜:2024.08.25. 08:23] || [작성자:unknown|내용:2024.08.25. 08:23답글쓰기1|날짜:2024.08.25. 08:23] || [작성자:unknown|내용:2024.08.25. 08:23답글쓰기|날짜:2024.08.25. 08:23],6
서성한 교과 생기부 영향 큰가요?,hbes,2024-08-24 02:04:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28236037?boardtype=L&userDisplay=50&menuid=299&referrerAllArticles=false&page=59,환산점수가 예상보다 낮게나와서 학과를 확 낮춰야할것 같은데 전혀 상관없는 곳으로 쓰면 광탈일까요...,[작성자:lililiililillIii|내용:한양대는 올해 처음 정성평가들어가서 잘모르겠는데서강대는 아예 안보고 성균관대도 영향 거의없다들었아요|날짜:2024.08.24. 02:41] || [작성자:lililiililillIii|내용:한양대는 올해 처음 정성평가들어가서 잘모르겠는데서강대는 아예 안보고 성균관대도 영향 거의없다들었아요|날짜:2024.08.24. 02:41] || [작성자:lililiililillIii|내용:한양대는 올해 처음 정성평가들어가서 잘모르겠는데서강대는 아예 안보고 성균관대도 영향 거의없다들었아요|날짜:2024.08.24. 02:41] || [작성자:lililiililillIii|내용:한양대는 올해 처음 정성평가들어가서 잘모르겠는데서강대는 아예 안보고 성균관대도 영향 거의없다들었아요|날짜:2024.08.24. 02:41] || [작성자:unknown|내용:2024.08.24. 02:41답글쓰기1|날짜:2024.08.24. 02:41] || [작성자:unknown|내용:2024.08.24. 02:41답글쓰기|날짜:2024.08.24. 02:41],6
재미로 보는 고등학생들 서성한 선호도 조사,가만휘리릭,2024-08-23 22:58:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28235780?boardtype=L&userDisplay=50&menuid=299&referrerAllArticles=false&page=59,유튜브 채널 엑스캠퍼스가 대치동 학원가에서 고등학생을 대상으로 조사한서성한 3개대학 선호도 조사 결과 입니다.학교 순위가 아닌 선호도 조사인데 대학 선정하실때 고등학생들이 어느 학교를 더 선호하는지취향을 알아두는 것도 좋을것같아요​ ​,[작성자:unknown|내용:삭제된 댓글입니다.|날짜:unknown] || [작성자:unknown|내용:삭제된 댓글입니다.|날짜:unknown] || [작성자:unknown|내용:삭제된 댓글입니다.|날짜:unknown] || [작성자:unknown|내용:삭제된 댓글입니다.|날짜:unknown],4
내신 1.51 한양 인터컬리지 교과학추,hyoㅜ,2024-08-23 22:17:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28235683?boardtype=L&userDisplay=50&menuid=299&referrerAllArticles=false&page=59,가능할까요,[작성자:당이맘|내용:문과인 딸 한영대인터칼리지 추천받았아요 최저가 고대학추랑 같네여 ㅠ 수능때문에 걱정입니다 쓸지말지 고민이에요|날짜:2024.08.24. 06:37] || [작성자:당이맘|내용:문과인 딸 한영대인터칼리지 추천받았아요 최저가 고대학추랑 같네여 ㅠ 수능때문에 걱정입니다 쓸지말지 고민이에요|날짜:2024.08.24. 06:37] || [작성자:당이맘|내용:문과인 딸 한영대인터칼리지 추천받았아요 최저가 고대학추랑 같네여 ㅠ 수능때문에 걱정입니다 쓸지말지 고민이에요|날짜:2024.08.24. 06:37] || [작성자:당이맘|내용:문과인 딸 한영대인터칼리지 추천받았아요 최저가 고대학추랑 같네여 ㅠ 수능때문에 걱정입니다 쓸지말지 고민이에요|날짜:2024.08.24. 06:37] || [작성자:unknown|내용:2024.08.24. 06:37답글쓰기1|날짜:2024.08.24. 06:37] || [작성자:unknown|내용:2024.08.24. 06:37답글쓰기|날짜:2024.08.24. 06:37],6
한양대 전형 중에서,jjjjyyyjjj,2024-08-23 19:42:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28235415?boardtype=L&userDisplay=50&menuid=299&referrerAllArticles=false&page=59,경영학과를 가고 싶은 서울 일반고 학생입니다!올해 한양대에 학생부종합전형에서 추천형과 서류형이 생겼잖아요. 이 두 전형은 각각 어떤 학생이 유리한거예요??최저에 자신이 있냐없냐 차이일까요??,[작성자:멩구우|내용:일반고와 자사특목을 더 구분해서 선발하고 싶다는 취지가 아닐까 추측해봅니다|날짜:2024.08.23. 19:59] || [작성자:멩구우|내용:일반고와 자사특목을 더 구분해서 선발하고 싶다는 취지가 아닐까 추측해봅니다|날짜:2024.08.23. 19:59] || [작성자:멩구우|내용:일반고와 자사특목을 더 구분해서 선발하고 싶다는 취지가 아닐까 추측해봅니다|날짜:2024.08.23. 19:59] || [작성자:멩구우|내용:일반고와 자사특목을 더 구분해서 선발하고 싶다는 취지가 아닐까 추측해봅니다|날짜:2024.08.23. 19:59] || [작성자:unknown|내용:2024.08.23. 19:59답글쓰기0|날짜:2024.08.23. 19:59] || [작성자:unknown|내용:2024.08.23. 19:59답글쓰기|날짜:2024.08.23. 19:59],6
작년 성균관 인문과학대학 학종(계열적합)추합되신분,휴애리,2024-08-23 18:20:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28235272?boardtype=L&userDisplay=50&menuid=299&referrerAllArticles=false&page=59,내신 몇으로 추합되셨는지 알수있을까요?​​,[작성자:가자가자화이팅1318|내용:교과가 아닌 이상 학종은 단순 내신으로 판단하기 힘드실 텐데요? 3.9가 추가합격하고 1점대가 떨어질수도 있습니다.|날짜:2024.08.24. 11:31] || [작성자:가자가자화이팅1318|내용:교과가 아닌 이상 학종은 단순 내신으로 판단하기 힘드실 텐데요? 3.9가 추가합격하고 1점대가 떨어질수도 있습니다.|날짜:2024.08.24. 11:31] || [작성자:가자가자화이팅1318|내용:교과가 아닌 이상 학종은 단순 내신으로 판단하기 힘드실 텐데요? 3.9가 추가합격하고 1점대가 떨어질수도 있습니다.|날짜:2024.08.24. 11:31] || [작성자:가자가자화이팅1318|내용:교과가 아닌 이상 학종은 단순 내신으로 판단하기 힘드실 텐데요? 3.9가 추가합격하고 1점대가 떨어질수도 있습니다.|날짜:2024.08.24. 11:31] || [작성자:unknown|내용:2024.08.24. 11:31답글쓰기0|날짜:2024.08.24. 11:31] || [작성자:unknown|내용:2024.08.24. 11:31답글쓰기|날짜:2024.08.24. 11:31],6
한양대 기계 논술 합격생 질문 받습니다,달리기선수11,2024-08-23 15:57:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28235039?boardtype=L&userDisplay=50&menuid=299&referrerAllArticles=false&page=59,작년 이 시기에 도움받은 게 많아서 질문 받아보겠습니다아는만큼 최대한 답변 드릴게요,[작성자:lilllilllliilllllil|내용:얼마나 준비하시고 학원은 언제부터 다니셨나요?|날짜:2024.08.23. 16:00] || [작성자:lilllilllliilllllil|내용:얼마나 준비하시고 학원은 언제부터 다니셨나요?|날짜:2024.08.23. 16:00] || [작성자:lilllilllliilllllil|내용:얼마나 준비하시고 학원은 언제부터 다니셨나요?|날짜:2024.08.23. 16:00] || [작성자:lilllilllliilllllil|내용:얼마나 준비하시고 학원은 언제부터 다니셨나요?|날짜:2024.08.23. 16:00] || [작성자:unknown|내용:2024.08.23. 16:00답글쓰기0|날짜:2024.08.23. 16:00] || [작성자:unknown|내용:2024.08.23. 16:00답글쓰기|날짜:2024.08.23. 16:00],6
서성한 고삼 교과,낭낭낭니니,2024-08-23 12:10:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28234715?boardtype=L&userDisplay=50&menuid=299&referrerAllArticles=false&page=59,서성한 중에 고3만 쓸 수 있는 교과 전형이 어느 학교인가요?그리고 고3만 쓸 수 있다는 거의 기준이 뭔가욤 ㅠㅠ,[작성자:알파카|내용:서강댜 성균관대는 현역만 지원 가능합니다. (지원 자격이 현역으로 제한되어 있습니다)|날짜:2024.08.23. 12:23] || [작성자:알파카|내용:서강댜 성균관대는 현역만 지원 가능합니다. (지원 자격이 현역으로 제한되어 있습니다)|날짜:2024.08.23. 12:23] || [작성자:알파카|내용:서강댜 성균관대는 현역만 지원 가능합니다. (지원 자격이 현역으로 제한되어 있습니다)|날짜:2024.08.23. 12:23] || [작성자:알파카|내용:서강댜 성균관대는 현역만 지원 가능합니다. (지원 자격이 현역으로 제한되어 있습니다)|날짜:2024.08.23. 12:23] || [작성자:unknown|내용:2024.08.23. 12:23답글쓰기1|날짜:2024.08.23. 12:23] || [작성자:unknown|내용:2024.08.23. 12:23답글쓰기|날짜:2024.08.23. 12:23],6
성대 수시카드 3장 씁니다,두빕두밥,2024-08-23 08:26:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28234436?boardtype=L&userDisplay=50&menuid=299&referrerAllArticles=false&page=59,같은 길을 걸으실 분 있나 궁금하네요,[작성자:가만휘리릭|내용:킹고킹고 에스카라 킹고꼭 합격하길 기원합니다|날짜:2024.08.23. 21:55] || [작성자:가만휘리릭|내용:킹고킹고 에스카라 킹고꼭 합격하길 기원합니다|날짜:2024.08.23. 21:55] || [작성자:가만휘리릭|내용:킹고킹고 에스카라 킹고꼭 합격하길 기원합니다|날짜:2024.08.23. 21:55] || [작성자:가만휘리릭|내용:킹고킹고 에스카라 킹고꼭 합격하길 기원합니다|날짜:2024.08.23. 21:55] || [작성자:unknown|내용:2024.08.23. 21:55답글쓰기0|날짜:2024.08.23. 21:55] || [작성자:unknown|내용:2024.08.23. 21:55답글쓰기|날짜:2024.08.23. 21:55],6
담임쌤과 상담 후..,신월동그녀,2024-08-23 07:45:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28234398?boardtype=L&userDisplay=50&menuid=299&referrerAllArticles=false&page=59,일반고입니다. 수능최저 못 맞출까싶어 교과5 에 학종1을 쓰려고하는데 선생님께서 우리학교는 성균관대와 한양대학종과 맞지않아 경희대 중앙대를 써보라고하네요. 솔직히 경희대는 생각안했는데..문과 1.4입니다. 1학년부터 경영에 맞췄는데 컨설팅에서 딱히 메리트는 없다고합니다.,"[작성자:IIIIllllllIIlllI|내용:메리트없는 생기부로 성대,한양대는 힘들 수 있어요|날짜:2024.08.23. 07:53] || [작성자:IIIIllllllIIlllI|내용:메리트없는 생기부로 성대,한양대는 힘들 수 있어요|날짜:2024.08.23. 07:53] || [작성자:IIIIllllllIIlllI|내용:메리트없는 생기부로 성대,한양대는 힘들 수 있어요|날짜:2024.08.23. 07:53] || [작성자:IIIIllllllIIlllI|내용:메리트없는 생기부로 성대,한양대는 힘들 수 있어요|날짜:2024.08.23. 07:53] || [작성자:unknown|내용:2024.08.23. 07:53답글쓰기0|날짜:2024.08.23. 07:53] || [작성자:unknown|내용:2024.08.23. 07:53답글쓰기|날짜:2024.08.23. 07:53]",6
한양대 에리카,suzhsb,2024-08-22 21:56:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28233820?boardtype=L&userDisplay=50&menuid=299&referrerAllArticles=false&page=59,작년 한양대 에리카 경영 수시 추합 등급 알 수 있을까요,댓글없음,0
성균관대 서강대 한양대 삼성전자 sk하이닉스 계약학과 선호도 조사,시대 컨설턴트 헬린,2024-08-22 20:59:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28233710?boardtype=L&userDisplay=50&menuid=299&referrerAllArticles=false&page=60,"중간 선호도 조사를 위한 투표에 참여해주셔서 감사합니다. 모두들 좋은 하루 되시길.​ 무기명 투표 중vs성균관대 반도체시스템공학과 (삼성전자) 119표, 74.8% 성균관대 지능형소프트웨어학과 (삼성전자) 40표, 25.2% 투표하기 투표자 보기투표자 0명확인전체 투표자 보기투표자 0명확인 ​ 무기명 투표 중vs서강대 시스템반도체공학과 (sk하이닉스) 63표, 35.2% 한양대 반도체공학과 (sk하이닉스) 116표, 64.8% 투표하기 투표자 보기투표자 0명확인전체 투표자 보기투표자 0명확인 ​ 무기명 투표 중vs성균관대 지능형소프트웨어학과 (삼성전자) 88표, 52.4% 서강대 시스템반도체공학과 (sk하이닉스) 80표, 47.6% 투표하기 투표자 보기투표자 0명확인전체 투표자 보기투표자 0명확인 ​ 무기명 투표 중vs성균관대 지능형소프트웨어학과 (삼성전자) 61표, 37.9% 한양대 반도체공학과 (sk하이닉스) 100표, 62.1% 투표하기 투표자 보기투표자 0명확인전체 투표자 보기투표자 0명확인 ​​번외) 무기명 투표 중중앙대 산업보안학과 (LG CNS '트랙' 존재) 선호도는서성한 신소재/화공/기계공/산업공학 정도다 30표, 19.5% 서성한 애매한 공대~자연과학 정도는 된다 29표, 18.8% 서성한 자연과학 정도는 된다 9표, 5.8% 서성한 낮공 정도는 된다 12표, 7.8% 서성한 낮공보다 비선호한다 74표, 48.1% 투표하기 투표자 보기투표자 0명확인전체 투표자 보기투표자 0명확인",[작성자:unknown|내용:삭제된 댓글입니다.|날짜:unknown] || [작성자:unknown|내용:삭제된 댓글입니다.|날짜:unknown] || [작성자:unknown|내용:삭제된 댓글입니다.|날짜:unknown] || [작성자:unknown|내용:삭제된 댓글입니다.|날짜:unknown],4
1.51 한양대 공대 학추 어디가 안정일까요,hyoㅜ,2024-08-22 16:21:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28233236?boardtype=L&userDisplay=50&menuid=299&referrerAllArticles=false&page=60,1.51 이과인데 한양대 공대 중 어느 학과가 안정일까요?,[작성자:하하붕붕|내용:1.5가 한양공대면 적당히 넣으면 되는거 아닌가요|날짜:2024.08.22. 16:22] || [작성자:하하붕붕|내용:1.5가 한양공대면 적당히 넣으면 되는거 아닌가요|날짜:2024.08.22. 16:22] || [작성자:하하붕붕|내용:1.5가 한양공대면 적당히 넣으면 되는거 아닌가요|날짜:2024.08.22. 16:22] || [작성자:하하붕붕|내용:1.5가 한양공대면 적당히 넣으면 되는거 아닌가요|날짜:2024.08.22. 16:22] || [작성자:unknown|내용:2024.08.22. 16:22답글쓰기1|날짜:2024.08.22. 16:22] || [작성자:unknown|내용:2024.08.22. 16:22답글쓰기|날짜:2024.08.22. 16:22],6
작년 서강대 교과,버즈라이트이어엥,2024-08-22 15:34:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28233164?boardtype=L&userDisplay=50&menuid=299&referrerAllArticles=false&page=60,작년 서강대 인문 교과가 실질 경쟁률이 1.00까지 내려간 이유가 뭔가요?올해도 그럴 가능성이 있을까요?,[작성자:ㄷㅈㅅㅂ|내용:나도궁금해요|날짜:2024.08.22. 15:39] || [작성자:ㄷㅈㅅㅂ|내용:나도궁금해요|날짜:2024.08.22. 15:39] || [작성자:ㄷㅈㅅㅂ|내용:나도궁금해요|날짜:2024.08.22. 15:39] || [작성자:ㄷㅈㅅㅂ|내용:나도궁금해요|날짜:2024.08.22. 15:39] || [작성자:unknown|내용:2024.08.22. 15:39답글쓰기0|날짜:2024.08.22. 15:39] || [작성자:unknown|내용:2024.08.22. 15:39답글쓰기|날짜:2024.08.22. 15:39],6
"성대 확통 미수강, 통계학과 지원",Accordion,2024-08-22 10:44:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28232743?boardtype=L&userDisplay=50&menuid=299&referrerAllArticles=false&page=60,"학추로 성균관대 통계학과를 지원하려합니다.생기부는 수의대/생명 중심이고 고3 때 수리생명분야 기반 통계 내용이 있습니다.이수과목은 기하, 미적, 물화생지1, 물화생2, 생윤, 사문탐, 수과탐, 과융 등등 정도입니다.내신은 1.61로 78.94 입니다.산출값이 지금까지의 50% 근처에서 놀긴 하는데..사회문화나 확통도 안 들어서 정성평가 때문에 통계를 써야할까, 생명을 쓸까 고민이 됩니다. 이거 보면 핵심과목은 다 들어서 괜찮을 거 같기도 한데,의견 제시 부탁드립니다.",[작성자:unknown|내용:삭제된 댓글입니다.|날짜:unknown] || [작성자:unknown|내용:삭제된 댓글입니다.|날짜:unknown] || [작성자:unknown|내용:삭제된 댓글입니다.|날짜:unknown] || [작성자:unknown|내용:삭제된 댓글입니다.|날짜:unknown],4
2024 성균관대 수시등급 및 환산점수 상위 학과 순위 정렬 자료,우아잘,2024-08-21 11:44:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28231110?boardtype=L&userDisplay=50&menuid=299&referrerAllArticles=false&page=60,"2024학년도 성균관대학교 수시 학생부교과전형의 최종등록자의 70%컷(10명중 7등 성적) 기준으로 환산점수 순위와 수시등급(교과등급) 순위 정렬 자료입니다. 학생부종합전형의 경우 교과등급 기준 상위 학과 순위 정렬 자료입니다.​학종의 경우 교과등급 외에 다양한 비교과 영역을 정성평가하는 방식이므로 아래 교과등급 기준 합격컷은 참고용으로만 활용하시길 바랍니다~​​1. 2024 성균관대 수시 학생부교과전형 환산점수 상위 학과 순위 ​​2. 2024 성균관대 수시 학생부교과전형 교과등급 상위 학과 순위 ​​3. 2024 성균관대 수시 학생부종합전형 교과등급 상위 학과 순위 ​이상의 2024 성균관대 수시입결 자료는 대입닷컴(www.daeyip.com)을 참고하였습니다~​ 대입닷컴 - 대학별 입시결과분석 및 입시정보공유 사이트 전국 주요 4년제 국립, 사립대학교의 대학별 수시모집, 정시모집 입시결과분석 자료 및 입시정보공유 커뮤니티 포털 사이트. daeyip.com ​",댓글없음,0
성균관대 학종과 한양대 학종,신월동그녀,2024-08-21 08:22:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28230891?boardtype=L&userDisplay=50&menuid=299&referrerAllArticles=false&page=60,아시는 분 알려주세요.성균관대 학종 대 한양대 학종 중 하나를 넣어볼 생각입니다. 두 대학 학종 성격이 어떤가요?제 아이에게 맞는 학종을 넣으려고 합니다. 일반고 문과1등 생기부는 성적에 비해 약하다고 합니다. ㅜㅜ5개 교과 1개 학종 넣으려고 하는데..(수능최저 없는 학종)이 학종 선택이 어렵네요.,[작성자:코코리코코|내용:와 문과 1등 !!1극초면 성대넣어도 되지않을까요|날짜:2024.08.21. 09:52] || [작성자:코코리코코|내용:와 문과 1등 !!1극초면 성대넣어도 되지않을까요|날짜:2024.08.21. 09:52] || [작성자:코코리코코|내용:와 문과 1등 !!1극초면 성대넣어도 되지않을까요|날짜:2024.08.21. 09:52] || [작성자:코코리코코|내용:와 문과 1등 !!1극초면 성대넣어도 되지않을까요|날짜:2024.08.21. 09:52] || [작성자:unknown|내용:2024.08.21. 09:52답글쓰기0|날짜:2024.08.21. 09:52] || [작성자:unknown|내용:2024.08.21. 09:52답글쓰기|날짜:2024.08.21. 09:52],6
"초등학교 6학년 수학,영어",나 진짜 대학 갈거임,2024-08-20 20:12:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28230201?boardtype=L&userDisplay=50&menuid=299&referrerAllArticles=false&page=60,"초등학교 6학년 친구에게 수학,영어를 가르쳐야 하는데문제집이나 교재 추천해주실 수 있나요?",[작성자:카라23|내용:디딤돌 / 큐브 추천이요|날짜:2024.08.20. 23:26] || [작성자:카라23|내용:디딤돌 / 큐브 추천이요|날짜:2024.08.20. 23:26] || [작성자:카라23|내용:디딤돌 / 큐브 추천이요|날짜:2024.08.20. 23:26] || [작성자:카라23|내용:디딤돌 / 큐브 추천이요|날짜:2024.08.20. 23:26] || [작성자:unknown|내용:2024.08.20. 23:26답글쓰기0|날짜:2024.08.20. 23:26] || [작성자:unknown|내용:2024.08.20. 23:26답글쓰기|날짜:2024.08.20. 23:26],6
자율전공 내신컷 어느정도?,060606수험생,2024-08-20 18:35:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28230047?boardtype=L&userDisplay=50&menuid=299&referrerAllArticles=false&page=60,성균관대랑 한양대 자율전공 내신컷은 어느정도죠?보는 과목 종류나 그런거는 상관없죠?,[작성자:llililiilillliililil|내용:교과는 1.6에서 끊기지않을까요|날짜:2024.08.20. 18:47] || [작성자:llililiilillliililil|내용:교과는 1.6에서 끊기지않을까요|날짜:2024.08.20. 18:47] || [작성자:llililiilillliililil|내용:교과는 1.6에서 끊기지않을까요|날짜:2024.08.20. 18:47] || [작성자:llililiilillliililil|내용:교과는 1.6에서 끊기지않을까요|날짜:2024.08.20. 18:47] || [작성자:unknown|내용:2024.08.20. 18:47답글쓰기0|날짜:2024.08.20. 18:47] || [작성자:unknown|내용:2024.08.20. 18:47답글쓰기|날짜:2024.08.20. 18:47],6
성균관대 경영학과,가고파고대,2024-08-20 09:15:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28229329?boardtype=L&userDisplay=50&menuid=299&referrerAllArticles=false&page=60,생기부에 거의 어문+경제로 되어있는데요경영학과로 써도 괜찮을까요?,[작성자:시립대 경영학 25학번|내용:제가 듣기로는 성균관대가 특목고를 선호한다고 선생님께 들었는데.. 그만큼 생기부나 질적인 요소를 중시한다고 생각하면 종합으로는 어려울 것 같아요|날짜:2024.08.21. 16:19] || [작성자:시립대 경영학 25학번|내용:제가 듣기로는 성균관대가 특목고를 선호한다고 선생님께 들었는데.. 그만큼 생기부나 질적인 요소를 중시한다고 생각하면 종합으로는 어려울 것 같아요|날짜:2024.08.21. 16:19] || [작성자:unknown|내용:제가 듣기로는 성균관대가 특목고를 선호한다고 선생님께 들었는데.. 그만큼 생기부나 질적인 요소를 중시한다고 생각하면 종합으로는 어려울 것 같아요|날짜:unknown] || [작성자:시립대 경영학 25학번|내용:제가 듣기로는 성균관대가 특목고를 선호한다고 선생님께 들었는데.. 그만큼 생기부나 질적인 요소를 중시한다고 생각하면 종합으로는 어려울 것 같아요|날짜:2024.08.21. 16:19] || [작성자:시립대 경영학 25학번|내용:제가 듣기로는 성균관대가 특목고를 선호한다고 선생님께 들었는데.. 그만큼 생기부나 질적인 요소를 중시한다고 생각하면 종합으로는 어려울 것 같아요|날짜:2024.08.21. 16:19] || [작성자:unknown|내용:제가 듣기로는 성균관대가 특목고를 선호한다고 선생님께 들었는데.. 그만큼 생기부나 질적인 요소를 중시한다고 생각하면 종합으로는 어려울 것 같아요|날짜:unknown] || [작성자:unknown|내용:2024.08.21. 16:19답글쓰기0|날짜:2024.08.21. 16:19] || [작성자:unknown|내용:2024.08.21. 16:19답글쓰기|날짜:2024.08.21. 16:19],8
한양대 자율전공 vs 연세대 낮공,hyoㅜ,2024-08-19 20:10:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28228602?boardtype=L&userDisplay=50&menuid=299&referrerAllArticles=false&page=60,​ 무기명 투표 중.연대 낮공한양대 자전 투표하기 투표자 보기투표자 0명확인전체 투표자 보기투표자 0명확인,댓글없음,0
서강대 학종,kkgo3,2024-08-17 20:46:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28225910?boardtype=L&userDisplay=50&menuid=299&referrerAllArticles=false&page=60,"서강대 학종을 지원할 때 전공적합성은 상관없다고 들어서 경쟁률 같은 거 보고 지원하려고 하는데 그렇다고 해도 만약 수학과에 지원하면 수학성적이, 국어국문학과에 지원하면 국어성적이 높은 것과 같이 지원하려는 과에 맞는 과목의 성적은 높아야 하나요?",[작성자:마마쥴리|내용:전공적합성을 안본다면 건축 생기부인데 경영학과지원해돚되나요?|날짜:2024.08.17. 21:03] || [작성자:마마쥴리|내용:전공적합성을 안본다면 건축 생기부인데 경영학과지원해돚되나요?|날짜:2024.08.17. 21:03] || [작성자:마마쥴리|내용:전공적합성을 안본다면 건축 생기부인데 경영학과지원해돚되나요?|날짜:2024.08.17. 21:03] || [작성자:마마쥴리|내용:전공적합성을 안본다면 건축 생기부인데 경영학과지원해돚되나요?|날짜:2024.08.17. 21:03] || [작성자:unknown|내용:2024.08.17. 21:03답글쓰기0|날짜:2024.08.17. 21:03] || [작성자:unknown|내용:2024.08.17. 21:03답글쓰기|날짜:2024.08.17. 21:03],6
