제목,작성자,작성일,URL,본문,댓글데이터,댓글개수
자연계열 정시,하 수학,2025-07-22 18:35:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28900994?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=33,"국영수 3뜨고 사탐 2,3뜨면 어디대학가나요?? 자연계열이나 공학 기준으로 화작,미적입니다",댓글없음,0
성균관대학교 수원캠페스,man00555,2025-07-22 17:18:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28900925?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=33,,댓글없음,0
국어 이전 기출 오답률,llkmj,2025-07-22 17:18:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28900924?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=33,"Ebs에는 3년치밖에 안 뜨던데이전 학년도 6, 9, 수능 오답률은 확인할 수 있는 방법이 없을까요?",댓글없음,0
연세대 정시 생기부 반영,hyuunn,2025-07-22 17:15:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28900922?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=33,입시요강 봤는데 동점자 있을때만 학생부 교과성적 반영하는건가요?,[작성자:알파카|내용:올해 입시부터 전체 학과에서 수능 95% + 내신 5% 반영으로 바뀝니다|날짜:2025.07.22. 17:30] || [작성자:알파카|내용:올해 입시부터 전체 학과에서 수능 95% + 내신 5% 반영으로 바뀝니다|날짜:2025.07.22. 17:30] || [작성자:알파카|내용:올해 입시부터 전체 학과에서 수능 95% + 내신 5% 반영으로 바뀝니다|날짜:2025.07.22. 17:30] || [작성자:알파카|내용:올해 입시부터 전체 학과에서 수능 95% + 내신 5% 반영으로 바뀝니다|날짜:2025.07.22. 17:30] || [작성자:unknown|내용:2025.07.22. 17:30답글쓰기0|날짜:2025.07.22. 17:30] || [작성자:unknown|내용:2025.07.22. 17:30답글쓰기|날짜:2025.07.22. 17:30],6
이승후 선생님 심화스킬 후기,생명과학1,2025-07-22 15:44:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28900821?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=33,"이투스의 생명과학1 일타 이승후 선생님 2026 심화 SKILL [스킬편+심화기출편] 강의 후기 남깁니다. 이 강의로 생명과학 추론 7제가 뚫립니다.생명과학1의 스킬을 깔끔하게 알려주시고 기출로 체화시켜주셔서 좋았습니다.생명과학1의 추론형 7문제가 막막하기만 했는데 이제 조금씩 빛이 보이는 것 같습니다.특히 다인자 스킬이 너무 좋습니다.포기했던 다인자가 이제 풀립니다!!!월간 모의고사와 N제로 커리큘럼 탈 생각입니다. 또 승후쌤이 진행하신 승터디로그 이벤트에 참여했는데요, 매일 공부도 하고 주시는 선물과 교재도 챙길 수 있어서 너무 좋았습니다.이투스 생명 승후쌤 추천해요!!! 스킬편 표지 ​",[작성자:하하붕붕|내용:어질어질하네요. 수능후기도 부탁드립니다.|날짜:2025.07.22. 15:47] || [작성자:하하붕붕|내용:어질어질하네요. 수능후기도 부탁드립니다.|날짜:2025.07.22. 15:47] || [작성자:하하붕붕|내용:어질어질하네요. 수능후기도 부탁드립니다.|날짜:2025.07.22. 15:47] || [작성자:하하붕붕|내용:어질어질하네요. 수능후기도 부탁드립니다.|날짜:2025.07.22. 15:47] || [작성자:unknown|내용:2025.07.22. 15:47답글쓰기0|날짜:2025.07.22. 15:47] || [작성자:unknown|내용:2025.07.22. 15:47답글쓰기|날짜:2025.07.22. 15:47],6
일반고..내신1.0..,마인드세트,2025-07-22 11:58:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28900618?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=33,1학년1학기 마무리 1.0으로 끝나고수 영 과 한국사 100점 다른과목은 1문제 틀려 96점이상입니다​모의고사는 211111 나왔어요.. ​그러나 문제는 공부하지않는 아이들이 많은 수도권 일반고이고 학교대부분 활동에 참여는 하였으나 생기부도 잘 써주지 않는 학교입니다.​인스타나 유투브를 보니 이제는 상위권대학도 1.0 소용없다..생기부로 승부본다..그래서 특목고 자사고가 최고다..이런 영상이 자꾸 뜨니 마음이 심란하네요집가까운 학생수 많은 일반고 간것이 문제였나..후회가 되고...​약대 희망하는데..지금처럼 하면 상위권 대학 갈수있는걸까요?점점 간절해지네요,[작성자:겅주마마님|내용:2학년 유지가되고 모의고사도 등급 유지가 된다면 가능하지요|날짜:2025.07.22. 12:21] || [작성자:겅주마마님|내용:2학년 유지가되고 모의고사도 등급 유지가 된다면 가능하지요|날짜:2025.07.22. 12:21] || [작성자:겅주마마님|내용:2학년 유지가되고 모의고사도 등급 유지가 된다면 가능하지요|날짜:2025.07.22. 12:21] || [작성자:겅주마마님|내용:2학년 유지가되고 모의고사도 등급 유지가 된다면 가능하지요|날짜:2025.07.22. 12:21] || [작성자:unknown|내용:2025.07.22. 12:21답글쓰기0|날짜:2025.07.22. 12:21] || [작성자:unknown|내용:2025.07.22. 12:21답글쓰기|날짜:2025.07.22. 12:21],6
서울시립대학교 건축학과,audqls,2025-07-22 02:10:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28900378?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=33,"서울시립대 건축학과 가려면 화작, 미적, 생명I, 지구I으로 몇 등급정도 맞아야 할까요..??",[작성자:아키그램의꿈|내용:3212 또는 2222 정도?|날짜:2025.07.23. 16:20] || [작성자:아키그램의꿈|내용:3212 또는 2222 정도?|날짜:2025.07.23. 16:20] || [작성자:아키그램의꿈|내용:3212 또는 2222 정도?|날짜:2025.07.23. 16:20] || [작성자:아키그램의꿈|내용:3212 또는 2222 정도?|날짜:2025.07.23. 16:20] || [작성자:unknown|내용:2025.07.23. 16:20답글쓰기1|날짜:2025.07.23. 16:20] || [작성자:unknown|내용:2025.07.23. 16:20답글쓰기|날짜:2025.07.23. 16:20],6
영어 수능 공부법,kiki23,2025-07-22 00:01:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28900300?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=33,영어 모고가 4등급이 계속 뜨는데 영어 모고 공부는 어떻게 해야 좋을까요? 항상 모고보면 빈칸하고 모든 선택지가 영어로 써진 지문이 너무 어려워요 ㅠㅠㅠㅠ 학원은 다니다가 최근에 그만뒀어요.. 어떻게 하면 좋을지 알려주세요ㅜㅜ 현 고2 입니다ㅜ,[작성자:고등 성균관대 25|내용:제 게시글 참고해주시면 감사하겠습니다 !!|날짜:2025.07.22. 00:46] || [작성자:고등 성균관대 25|내용:제 게시글 참고해주시면 감사하겠습니다 !!|날짜:2025.07.22. 00:46] || [작성자:고등 성균관대 25|내용:제 게시글 참고해주시면 감사하겠습니다 !!|날짜:2025.07.22. 00:46] || [작성자:고등 성균관대 25|내용:제 게시글 참고해주시면 감사하겠습니다 !!|날짜:2025.07.22. 00:46] || [작성자:unknown|내용:2025.07.22. 00:46답글쓰기0|날짜:2025.07.22. 00:46] || [작성자:unknown|내용:2025.07.22. 00:46답글쓰기|날짜:2025.07.22. 00:46],6
김기현 아이디어 워크븍 난이도가 어느정도인가요?,베뷔비,2025-07-22 00:00:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28900299?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=33,"아이디어 포지션이 뉴런이라는데,개념강의라는분도있고..헷갈리네여워크북난이도도 시냅스랑 비슷한가요?",[작성자:스니칭|내용:아이디어는 뉴런이랑 시발점 그 어느 사이 지점의 강의 난이도인듯요|날짜:2025.07.22. 00:02] || [작성자:스니칭|내용:아이디어는 뉴런이랑 시발점 그 어느 사이 지점의 강의 난이도인듯요|날짜:2025.07.22. 00:02] || [작성자:스니칭|내용:아이디어는 뉴런이랑 시발점 그 어느 사이 지점의 강의 난이도인듯요|날짜:2025.07.22. 00:02] || [작성자:스니칭|내용:아이디어는 뉴런이랑 시발점 그 어느 사이 지점의 강의 난이도인듯요|날짜:2025.07.22. 00:02] || [작성자:unknown|내용:2025.07.22. 00:02답글쓰기0|날짜:2025.07.22. 00:02] || [작성자:unknown|내용:2025.07.22. 00:02답글쓰기|날짜:2025.07.22. 00:02],6
수2질문,Retryyy,2025-07-21 23:37:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28900272?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=33,이 문제에서 궁금한게 g(x)=x(x+3)/f(x) 인데 g(x)가 연속일려면 f(x)가 x를 인수로 가지면 결국 뉴런에서 말하는 빵꾸가 생겨서 불연속이 되는거 아닌가요?​,[작성자:환동|내용:양변을 f(x)로 나눌 때는 f(x)가 0이 아니라는 전제 하에 나누게 됩니다. 그러니까 f(x)가 x를 인수로 가진다면 x는 0이 아니라는 전제를 깔고 양변에 f(x)를 나누는거예요x=0일 때 등식이 성립하는걸 확인하고 싶으면 그냥 원래 식의 양변에 x=0을 대입하는 방법으로 확인하면 됩니다.그래서 대입하게 되면 f(0)g(0) = 0이 나오는데 f(0)이 0이니까 이미 등식이 성립하네요? 따라서 g(0) 값은 뭐가 돼도 상관 없습니다. 근데 (나)에서 g(0)=1이라고 했으니까 그냥 이걸 따르면 되겠죠|날짜:2025.07.22. 00:09] || [작성자:환동|내용:양변을 f(x)로 나눌 때는 f(x)가 0이 아니라는 전제 하에 나누게 됩니다. 그러니까 f(x)가 x를 인수로 가진다면 x는 0이 아니라는 전제를 깔고 양변에 f(x)를 나누는거예요x=0일 때 등식이 성립하는걸 확인하고 싶으면 그냥 원래 식의 양변에 x=0을 대입하는 방법으로 확인하면 됩니다.그래서 대입하게 되면 f(0)g(0) = 0이 나오는데 f(0)이 0이니까 이미 등식이 성립하네요? 따라서 g(0) 값은 뭐가 돼도 상관 없습니다. 근데 (나)에서 g(0)=1이라고 했으니까 그냥 이걸 따르면 되겠죠|날짜:2025.07.22. 00:09] || [작성자:환동|내용:양변을 f(x)로 나눌 때는 f(x)가 0이 아니라는 전제 하에 나누게 됩니다. 그러니까 f(x)가 x를 인수로 가진다면 x는 0이 아니라는 전제를 깔고 양변에 f(x)를 나누는거예요x=0일 때 등식이 성립하는걸 확인하고 싶으면 그냥 원래 식의 양변에 x=0을 대입하는 방법으로 확인하면 됩니다.그래서 대입하게 되면 f(0)g(0) = 0이 나오는데 f(0)이 0이니까 이미 등식이 성립하네요? 따라서 g(0) 값은 뭐가 돼도 상관 없습니다. 근데 (나)에서 g(0)=1이라고 했으니까 그냥 이걸 따르면 되겠죠|날짜:2025.07.22. 00:09] || [작성자:환동|내용:양변을 f(x)로 나눌 때는 f(x)가 0이 아니라는 전제 하에 나누게 됩니다. 그러니까 f(x)가 x를 인수로 가진다면 x는 0이 아니라는 전제를 깔고 양변에 f(x)를 나누는거예요x=0일 때 등식이 성립하는걸 확인하고 싶으면 그냥 원래 식의 양변에 x=0을 대입하는 방법으로 확인하면 됩니다.그래서 대입하게 되면 f(0)g(0) = 0이 나오는데 f(0)이 0이니까 이미 등식이 성립하네요? 따라서 g(0) 값은 뭐가 돼도 상관 없습니다. 근데 (나)에서 g(0)=1이라고 했으니까 그냥 이걸 따르면 되겠죠|날짜:2025.07.22. 00:09] || [작성자:unknown|내용:2025.07.22. 00:09답글쓰기0|날짜:2025.07.22. 00:09] || [작성자:unknown|내용:2025.07.22. 00:09답글쓰기|날짜:2025.07.22. 00:09],6
이과계열 4초는요,빛맘1,2025-07-21 22:06:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28900151?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=33,이과 화생지를 선택해서 4초인데 수시 인서울 어디가 좋을까요? 조언 부탁드려요,[작성자:일년만버티기|내용:물생지했고 4점 극초..인서울안되고 안양대 강남대 서경대천안캠..이야기하시네요..ㅜㅜ|날짜:2025.07.21. 22:16] || [작성자:일년만버티기|내용:물생지했고 4점 극초..인서울안되고 안양대 강남대 서경대천안캠..이야기하시네요..ㅜㅜ|날짜:2025.07.21. 22:16] || [작성자:일년만버티기|내용:물생지했고 4점 극초..인서울안되고 안양대 강남대 서경대천안캠..이야기하시네요..ㅜㅜ|날짜:2025.07.21. 22:16] || [작성자:일년만버티기|내용:물생지했고 4점 극초..인서울안되고 안양대 강남대 서경대천안캠..이야기하시네요..ㅜㅜ|날짜:2025.07.21. 22:16] || [작성자:unknown|내용:2025.07.21. 22:16답글쓰기0|날짜:2025.07.21. 22:16] || [작성자:unknown|내용:2025.07.21. 22:16답글쓰기|날짜:2025.07.21. 22:16],6
인서울 화학과 지망 화1 3등급,illlillllllllii,2025-07-21 20:48:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28900091?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=33,인서울 화학과 목표중이고 내신은 일점 후반인데화1이 3떠버리면 학종은 쓰기 힘들까요..?,[작성자:리턴 부산학부모|내용:저희 아이가 화학을 정말 좋아했었는데앞으로 열심히. 하시면 됩니다. 한두문제로. 결정되는것이라서요https://m.cafe.naver.com/suhui/28890931|날짜:2025.07.21. 20:53] || [작성자:리턴 부산학부모|내용:저희 아이가 화학을 정말 좋아했었는데앞으로 열심히. 하시면 됩니다. 한두문제로. 결정되는것이라서요https://m.cafe.naver.com/suhui/28890931|날짜:2025.07.21. 20:53] || [작성자:리턴 부산학부모|내용:저희 아이가 화학을 정말 좋아했었는데앞으로 열심히. 하시면 됩니다. 한두문제로. 결정되는것이라서요https://m.cafe.naver.com/suhui/28890931|날짜:2025.07.21. 20:53] || [작성자:리턴 부산학부모|내용:저희 아이가 화학을 정말 좋아했었는데앞으로 열심히. 하시면 됩니다. 한두문제로. 결정되는것이라서요https://m.cafe.naver.com/suhui/28890931|날짜:2025.07.21. 20:53] || [작성자:unknown|내용:2025.07.21. 20:53답글쓰기0|날짜:2025.07.21. 20:53] || [작성자:unknown|내용:2025.07.21. 20:53답글쓰기|날짜:2025.07.21. 20:53],6
미적하다가 이제 확통,아구에로드리,2025-07-21 18:18:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28899940?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=33,쭉 미적으로 수시 하다가 정시로 틀고 미적 도저히 안될 것 같아서 확통 준비하려고 하는데 9모 전까지 개념 끝내고 기출 시작할 수 있을까요.. 그리고 어떻게 시작해서 뭐부터 풀어나가야 할지 알려주시면 감사드리겠습니다​+개념은 시발점으로 빠르게 돌려고 합니다,[작성자:합 라|내용:개념이랑 기출만 하면 끝입니다|날짜:2025.07.21. 19:46] || [작성자:합 라|내용:개념이랑 기출만 하면 끝입니다|날짜:2025.07.21. 19:46] || [작성자:합 라|내용:개념이랑 기출만 하면 끝입니다|날짜:2025.07.21. 19:46] || [작성자:합 라|내용:개념이랑 기출만 하면 끝입니다|날짜:2025.07.21. 19:46] || [작성자:unknown|내용:2025.07.21. 19:46답글쓰기0|날짜:2025.07.21. 19:46] || [작성자:unknown|내용:2025.07.21. 19:46답글쓰기|날짜:2025.07.21. 19:46],6
부산대 가능할까요,요즘잘자쿨냐미,2025-07-21 17:11:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28899868?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=33,"1학년 1학기 3.51학년 2학기 3.12학년 1학기 3.3이렇게 나왔고요 부산대 대기과학과 희망하는데 물화지가 다 4등급 나왔어요만약 2학기때 물리 3등급. 지구 1등급, 화학 2 or 3 등급. 국영수 2등급 맞추면 가능할까요?​",댓글없음,0
정시 확통 감점이나 제한 없는 대학,띠띠띠부,2025-07-21 16:58:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28899852?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=33,저는 지금 미적분하고 있는데 요즘에 미적분 메리트가 표준점수 말고는 거의 없어졌다는게 진짜일까요?이과는 무조건 미/기 해야한다고 하는 학교나 가산점 준다는 학교는 어디 있을까요..,댓글없음,0
고3 내신 3.5 인서울 원해서 내신 포기하고 정시로 가능할까요?,모누,2025-07-21 14:45:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28899736?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=33,"경기도에 있는 공부 잘하는 학교? 들어갔다가 내신을 못챙겨서 3.5 수준으로 3학년 1학기 마무리 했습니다. 생기부는 생명인데, 아주 잘 챙긴 편은 아닌 것 같습니다. 내신으로는 인서울 좀 힘들 것 같은데, 아이가 인서울만 고집을 해서 정시로 갈 수 있을지 모르겠습니다. 모고에서 어떤 부분을 좀 올려야 인서울이 가능할까요?꼭 생명이 아니더라도 인서울 가능하면 화학, 수학쪽으로 방향을 틀 수도 있습니다. ​",[작성자:happy78|내용:내신과 모고가 비슷한대요~왜 내신포기하시죠? 모고가 훨차이나는것도 아닌데 수시로 가는게 나아보이네요|날짜:2025.07.21. 14:51] || [작성자:happy78|내용:내신과 모고가 비슷한대요~왜 내신포기하시죠? 모고가 훨차이나는것도 아닌데 수시로 가는게 나아보이네요|날짜:2025.07.21. 14:51] || [작성자:happy78|내용:내신과 모고가 비슷한대요~왜 내신포기하시죠? 모고가 훨차이나는것도 아닌데 수시로 가는게 나아보이네요|날짜:2025.07.21. 14:51] || [작성자:happy78|내용:내신과 모고가 비슷한대요~왜 내신포기하시죠? 모고가 훨차이나는것도 아닌데 수시로 가는게 나아보이네요|날짜:2025.07.21. 14:51] || [작성자:unknown|내용:2025.07.21. 14:51답글쓰기0|날짜:2025.07.21. 14:51] || [작성자:unknown|내용:2025.07.21. 14:51답글쓰기|날짜:2025.07.21. 14:51],6
백호 커리큘럼 관련 질문이에요,유 라헬,2025-07-21 13:52:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28899683?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=33,내신 물화지 듣다가 수능 생지 보려는 고2입니다 생명 처음하는거라 이번 방학때부터 섬개완으로 인강 독학 하려는데 개념형 모의고사가 부교재로 있더라고요 하면 도움이 많이 될까요? 그리고 섬개완 들으면 스개완은 굳이 안들어도 되는거 맞죠? 기출은 어떤식으로 병행해야하는건가요?ㅠ 내신때 안했어서 혼자 처음하는거에 부담이 크네요ㅜㅜㅜㅜ 조언 부탁드려요🥺,댓글없음,0
생명과학1 생1 커리 스킬 강의,ㅡㅡㅜㅡ,2025-07-21 13:09:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28899647?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=33,"생1을 고2 때 내신으로 했지만 드랍했었고, 현역 수능은 화1지1으로 응시했습니다 (현재 반수 준비 중)백호t 섬개완 유전까지 들었고, 스킬 강의를 한종철t로 갈아탈지 고민 중이에요한종철t 개념 안 듣고 스킬만 들어도 문제 없나요??아니면 그냥 상크스 하는 게 나을까요...?​",[작성자:constantintrospect|내용:한종철T 풀커리인데 스킬강의 자체는 캐치로직 들으면 될꺼에용 저도 상반기에 철철로직 3회독 하고 만점시퀀스 전부다풀고 나니까 유전 실력 엄청 올랐어요 특히 근수축이랑 복대립쪽은 꼭 들어보세요 엄청 도움될꺼에용|날짜:2025.08.04. 22:24] || [작성자:constantintrospect|내용:한종철T 풀커리인데 스킬강의 자체는 캐치로직 들으면 될꺼에용 저도 상반기에 철철로직 3회독 하고 만점시퀀스 전부다풀고 나니까 유전 실력 엄청 올랐어요 특히 근수축이랑 복대립쪽은 꼭 들어보세요 엄청 도움될꺼에용|날짜:2025.08.04. 22:24] || [작성자:constantintrospect|내용:한종철T 풀커리인데 스킬강의 자체는 캐치로직 들으면 될꺼에용 저도 상반기에 철철로직 3회독 하고 만점시퀀스 전부다풀고 나니까 유전 실력 엄청 올랐어요 특히 근수축이랑 복대립쪽은 꼭 들어보세요 엄청 도움될꺼에용|날짜:2025.08.04. 22:24] || [작성자:constantintrospect|내용:한종철T 풀커리인데 스킬강의 자체는 캐치로직 들으면 될꺼에용 저도 상반기에 철철로직 3회독 하고 만점시퀀스 전부다풀고 나니까 유전 실력 엄청 올랐어요 특히 근수축이랑 복대립쪽은 꼭 들어보세요 엄청 도움될꺼에용|날짜:2025.08.04. 22:24] || [작성자:unknown|내용:2025.08.04. 22:24답글쓰기0|날짜:2025.08.04. 22:24] || [작성자:unknown|내용:2025.08.04. 22:24답글쓰기|날짜:2025.08.04. 22:24],6
공대사탐 많이 풀렷던데,무적성주,2025-07-21 13:07:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28899644?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=33,홍대도 내년에 풀릴 가능성 없을까요? ㅠㅠ저진짜투과탐못하겟어서... 건강땜 자퇴해서 강제정파라 시간이 빠듯해요 08입니다,[작성자:알파카|내용:홍대도 올해부터 풀렸습니다.|날짜:2025.07.21. 13:09] || [작성자:알파카|내용:홍대도 올해부터 풀렸습니다.|날짜:2025.07.21. 13:09] || [작성자:알파카|내용:홍대도 올해부터 풀렸습니다.|날짜:2025.07.21. 13:09] || [작성자:알파카|내용:홍대도 올해부터 풀렸습니다.|날짜:2025.07.21. 13:09] || [작성자:unknown|내용:2025.07.21. 13:09답글쓰기0|날짜:2025.07.21. 13:09] || [작성자:unknown|내용:2025.07.21. 13:09답글쓰기|날짜:2025.07.21. 13:09],6
수학 n제 추천부탁드려여,멐데,2025-07-21 08:34:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28899429?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=33,"올해 3,5,6,7모 높2~낮2 정도 점수 받고 있어요 보통 14,15,21,22,29,30 중에 틀려요메가에서 강의 있는 거랑 그냥 시중에 파는 강의 없는 거 통틀어서 2~3개 정도 추천 부탁드려용",댓글없음,0
물리1 광전효과 수특문제인데 질문 받아주실분ㅠㅠ,애플트리222,2025-07-21 00:48:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28899309?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=33,"이 문제에서 0~t1 까지는 빛 A,B 에 의해 광전효과가 일어나고 t1 이후부터는 A 에 의해서만 광전효과가 일어난다고 하는데 문턱진동수가 매우 작아서 광전 효과는 전 구간에서 다 일어나고 대신 t1 이후에 B의 빛의세기가 약해져서 광전류의 세기가 줄어들수도 있지않나요?? A는 세기가 일정하다고 되어있지만 B는 일정하다는 말이 없잖아요~",[작성자:김지안07|내용:오른쪽부분이 생략된 거라면 B가 없을 때도 일정하니까 t1부터 안된다고 보는 게 맞아요.근데 그려진 게 전부가 아니고 생략된 게 맞는지 모르겠네요.|날짜:2025.07.21. 01:24] || [작성자:김지안07|내용:오른쪽부분이 생략된 거라면 B가 없을 때도 일정하니까 t1부터 안된다고 보는 게 맞아요.근데 그려진 게 전부가 아니고 생략된 게 맞는지 모르겠네요.|날짜:2025.07.21. 01:24] || [작성자:김지안07|내용:오른쪽부분이 생략된 거라면 B가 없을 때도 일정하니까 t1부터 안된다고 보는 게 맞아요.근데 그려진 게 전부가 아니고 생략된 게 맞는지 모르겠네요.|날짜:2025.07.21. 01:24] || [작성자:김지안07|내용:오른쪽부분이 생략된 거라면 B가 없을 때도 일정하니까 t1부터 안된다고 보는 게 맞아요.근데 그려진 게 전부가 아니고 생략된 게 맞는지 모르겠네요.|날짜:2025.07.21. 01:24] || [작성자:unknown|내용:2025.07.21. 01:24답글쓰기0|날짜:2025.07.21. 01:24] || [작성자:unknown|내용:2025.07.21. 01:24답글쓰기|날짜:2025.07.21. 01:24],6
현역 고3 수학 방향성 고민중입니다,ㅓ나자,2025-07-20 23:38:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28899195?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=33,​3모 2등급 백분위905모 3등급 6모 4등급7모 3컷​3모 이후로 수하기 점점 떨어지고 있는데요 미적으로 지금껏 봐오다가 이번 방학에 확통 빠르게 끝내려고 이미 시작한 상태입니다 공통은 내신때문에 방학때 어삼쉬사 끝낸거 빼고 양승진 기출코드로 기출 조금 풀다가 15번같은 수준의 기출문제는 해강을 봐도 버겁다고 느끼고 있습니다 보통 모고를 보면 15번 20번 21번 22번은 기본적으로 틀리는거 같고 가끔 앞에서 하나정도 더 틀립니다 이 상태에서 기출 문제집을 따로 사서 혼자 할지 아니면 인강을 들을지 고민중인데 책이면 어떤 책이 나을지 인강이면 어느 단계를 들으면 좋을지 추천해줄실 수 있을까요?,댓글없음,0
사탐런,lilililiiiiilllllil,2025-07-20 23:28:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28899183?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=33,원래 생명 사문 했는데 생명도 사탐으로 런치려고 하는데 3개월만에 1등급 가능한 과목 뭐가 있을까요?,댓글없음,0
마닳 구성,46hr3,2025-07-20 19:32:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28898855?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=33,"마닳 교재 소개에 보면요구성이 이렇게 되어있다고 하는데요◎ 마닳 - 독서·문학 I (공통 과목, 비문학+문학) ● 2025학년도 수능 ● 2025학년도 9월 모의평가 ● 2025학년도 6월 모의평가 ● 2024학년도 수능 ● 2024학년도 9월 모의평가 ● 2024학년도 6월 모의평가 ● 2023학년도 수능 ● 2023학년도 9월 모의평가 ● 2023학년도 6월 모의평가 ● 2022학년도 수능 ● 2022학년도 9월 모의평가​기출문제지에서 선택영역빼고 1번부터 34번까지 문제만 회차별로 있는 건가요? 해설서는 그 문제들에 대한 선지 해석이 있는 거구요?그럼 그냥 평가원 사이트에서 기출문제 프린트하면 될 것같은데 문제지 1권을 사는 이유가 뭘까요?제가 마닳 구성 이해를 잘 못한 건지...딴지 아니고 몰라서 묻는 거에요마닳 구성 아시는 분은 좀 알려주세요",[작성자:center123|내용:이해하신 그대로 맞아요 선택빼고 공통만 시험지 형식 그대로 있어요|날짜:2025.07.20. 19:36] || [작성자:center123|내용:이해하신 그대로 맞아요 선택빼고 공통만 시험지 형식 그대로 있어요|날짜:2025.07.20. 19:36] || [작성자:center123|내용:이해하신 그대로 맞아요 선택빼고 공통만 시험지 형식 그대로 있어요|날짜:2025.07.20. 19:36] || [작성자:center123|내용:이해하신 그대로 맞아요 선택빼고 공통만 시험지 형식 그대로 있어요|날짜:2025.07.20. 19:36] || [작성자:unknown|내용:2025.07.20. 19:36답글쓰기0|날짜:2025.07.20. 19:36] || [작성자:unknown|내용:2025.07.20. 19:36답글쓰기|날짜:2025.07.20. 19:36],6
"강대, 시대인재 컨텐츠 추천 부탁드려요ㅜ",나댜나,2025-07-20 19:27:00,https://cafe.naver.com/f-e/cafes/10197921/articles/28898850?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=33,"제가 모고 치면 국어 1 수학 3 영어 1~2 정도 나오는데요 목표는 국어 1 수학 2 영어 1 입니당강대랑 시대인재 컨텐츠 중에 국어, 수학, 영어별로 추천해주세요ㅜㅜ!선배님들 학우분들 도와주세용....ㅎ진짜 열심히 할거라서 많이 추천해주셔도 되용 ㅎㅎ",[작성자:ㅛㅠㅛㅛ|내용:브릿지 많이 푸세요|날짜:2025.07.20. 19:30] || [작성자:ㅛㅠㅛㅛ|내용:브릿지 많이 푸세요|날짜:2025.07.20. 19:30] || [작성자:ㅛㅠㅛㅛ|내용:브릿지 많이 푸세요|날짜:2025.07.20. 19:30] || [작성자:ㅛㅠㅛㅛ|내용:브릿지 많이 푸세요|날짜:2025.07.20. 19:30] || [작성자:unknown|내용:2025.07.20. 19:30답글쓰기0|날짜:2025.07.20. 19:30] || [작성자:unknown|내용:2025.07.20. 19:30답글쓰기|날짜:2025.07.20. 19:30],6
